CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR;CONDICION_DE_HABITABILIDAD
TQRMNOQVSHMMLOCDEFJAH00808791;2024;3;1;1;43;N;3;228;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;975000;6;6;6;;6;5;975000;9;10;9;;10;9;366;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPTQHKLLSCDEFJAH00866946;2024;3;1;1;43;N;3;414;1;;3;3;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORVTHMOLSCDEFJAH00808761;2024;3;1;1;43;N;3;586;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;2;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Extendido;Material durable;Alto;Buena
TQRMNORVVHMOLSCDEFJAH00866947;2024;3;1;1;43;N;3;536;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTPTHLNLRCDEFJAH00803474;2024;3;1;1;43;N;3;251;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;96;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORXRHKLKTCDEGIBJ00866948;2024;3;1;1;41;N;12;823;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;160000;1;1;1;;1;1;160000;2;2;3;;2;2;837;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSRPHJMKUCDEGIBJ00862108;2024;3;1;1;41;N;12;438;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;389000;2;2;3;;2;2;389000;6;6;8;;7;8;444;96;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSTYHLOLMCDEGIBJ00804702;2024;3;1;1;41;N;12;274;1;;8;1;;4;1;1;1;;1;1;1;1;2;2;2;8;6;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;5;4;1084000;6;7;8;;7;8;120444,44;1;1;2;;2;1;275;1;0;5;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOSQTHMKKSCDEGIBJ00809872;2024;3;1;1;41;N;12;411;1;;5;1;;4;1;1;1;;1;1;1;1;1;1;2;5;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1350000;7;8;9;;8;9;450000;7;7;9;;7;9;442;1;0;2;3;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPSWHLOKTCDEFOCD00866949;2024;3;1;1;41;N;8;328;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQSMNORTQHMOLLCDEFOCD00852367;2024;3;1;1;41;N;8;464;1;;1;2;;4;2;2;1;;1;2;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;298000;1;1;2;;2;3;74500;1;1;1;;1;2;547;1;0;98;0;0;0;Nuclear;Material durable;Alto;Regular
TQRMNORQSHLNLLCDEFOCD00804266;2024;3;1;1;41;N;8;150;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;347800;2;2;3;;2;4;173900;2;2;4;;3;5;210;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQVXHJLLNCDEFOCD00862122;2024;3;1;1;41;N;8;414;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;3500000;10;10;10;;10;10;875000;9;9;10;;10;10;765;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSPRHLOLMCDEFOCD00804267;2024;3;1;1;41;N;8;325;1;;3;2;;4;2;3;1;;1;2;2;3;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;;2;;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;460000;2;3;4;;3;5;230000;3;3;5;;4;6;363;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Regular
TQRMNOPYUHMOLOCDEFOCD00866950;2024;3;1;1;41;N;8;365;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;378000;2;2;3;;2;4;94500;1;1;2;;1;2;389;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORQVHKKMMCDEIIAD00866951;2024;3;1;1;1;S;32;643;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOTQUHKLMNCDEIIAD00866952;2024;3;1;1;1;S;32;1826;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNORURHMKMNCDEIIAD00854820;2024;3;1;1;1;S;32;1427;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQYQHMOMOCDEIIAD00812110;2024;3;1;1;1;S;32;1650;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;1240000;7;;7;7;;5;620000;8;;8;8;;5;2779;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOXWPHJOKMCDEIIAD00866953;2024;3;1;1;1;S;32;1319;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;3;0;3;4100000;10;;10;10;;10;1366666,67;10;;10;10;;9;1960;96;0;1;2;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQVPHJNKNCDEIIAD00861810;2024;3;1;1;1;S;32;1736;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;249000;1;;1;1;;1;249000;4;;3;3;;1;2366;1;0;96;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPYXHKNKMCDEIIAD00866954;2024;3;1;1;1;S;32;2332;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1800000;9;;8;9;;7;1800000;10;;10;10;;10;2347;1;0;96;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOTRPHMKKTCDEIGED00867031;2024;3;1;1;43;N;30;190;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;3;209;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOPVUHLLKTCDEIGED00811729;2024;3;1;1;43;N;30;112;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQUUHLLKUCDEIGED00811707;2024;3;1;1;43;N;30;107;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;600000;3;4;3;;4;4;200000;3;3;2;;3;3;132;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORVVHJLLRCDEIJAH00866190;2024;3;1;1;1;S;33;1122;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;3900000;10;;10;10;;10;975000;9;;9;9;;10;1538;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORURHLMKQCDEGOIH00867032;2024;3;1;1;40;N;18;240;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;740000;4;5;5;;5;5;370000;6;6;7;;6;8;258;97;0;1;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOXYPHLOKRCDEGOIH00805420;2024;3;1;1;40;N;18;1737;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;2;2;360000;2;2;2;;2;2;90000;1;1;1;;1;1;1648;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORYRHJOLQCDEGOIH00866678;2024;3;1;1;40;N;18;168;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;7;2;5;750000;4;5;5;;5;5;107142,86;1;1;2;;1;2;181;2;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOQPQHLMLQCDEHMHF00806179;2024;3;1;1;42;N;26;155;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;640000;4;4;4;;4;4;160000;2;2;2;;2;2;205;1;4;8;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORRPHLOKQCDEGPDJ00805603;2024;3;2;1;40;N;19;229;1;;1;1;;4;2;1;1;;1;2;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;350000;2;2;2;;2;2;175000;2;2;3;;3;3;229;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPTTHLOKSCDEGPDJ00805527;2024;3;1;1;40;N;19;205;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;540000;3;3;3;;4;4;270000;4;4;5;;5;5;205;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORUPHLKKTCDEGPDJ00805529;2024;3;2;1;40;N;19;301;1;;6;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;575000;3;3;4;;4;4;287500;4;5;6;;5;6;301;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOSQQHLOLMCDEHLEH00806058;2024;3;1;1;40;N;25;187;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;940000;6;6;7;;6;8;313333,33;5;5;6;;6;8;257;1;3;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOSRRHLOLMCDEHLEH00806059;2024;3;1;1;40;N;25;250;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;318312;1;2;2;;2;2;318312;5;5;7;;6;8;283;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQUYHMMLRCDEGGFB00809681;2024;3;1;1;42;S;10;605;2;;2;2;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;3;2;1;250000;1;1;1;1;;1;83333,33;1;1;1;1;;1;525;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQVPHMMLRCDEGGFB00852597;2024;3;1;1;42;S;10;701;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;2;2;1;0;1;360000;2;2;2;2;;2;360000;5;6;6;5;;6;861;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOSRWHMMLRCDEGGFB00809682;2024;3;1;1;42;S;10;581;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;2250000;9;10;10;9;;10;562500;8;8;8;8;;8;713;2;0;3;4;1;0;Nuclear;Material durable;Medio;Buena
TQRMNORSXHMOLTCDEGGFB00809683;2024;3;1;1;42;S;10;512;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;1770000;9;9;9;8;;9;354000;5;6;6;5;;6;1272;2;0;1;3;4;0;Extendido;Material durable;Alto;Buena
TQRMNOPYSHKMLQCDEGGFB00867033;2024;3;1;1;42;S;10;619;1;;5;2;;1;2;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2900000;10;10;10;10;;10;725000;9;9;9;8;;9;1009;1;2;3;4;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOUQYHLNLSCDEGGFB00804564;2024;3;1;1;42;S;10;962;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;2;2;3900000;10;10;10;10;;10;975000;9;10;10;9;;10;1452;2;0;96;0;0;0;Nuclear;Material durable;Medio;Buena
TQSMNOSPQHLNLUCDEGGFB00804539;2024;3;1;1;42;S;10;302;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPXSHLNMMCDEGGFB00804540;2024;3;1;1;42;S;10;419;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORVXHLNMMCDEGGFB00809659;2024;3;1;1;42;S;10;497;2;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPVQHKOMPCDEFKID00867085;2024;3;1;1;43;S;4;616;1;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;1;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQTVHLOMNCDEFKID00803741;2024;3;1;1;43;S;4;582;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;770000;4;5;5;4;;4;385000;6;6;5;6;;5;892;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPRTHMOMOCDEFKID00808832;2024;3;1;1;43;S;4;1175;1;;4;1;;1;1;1;2;;1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;2500000;10;10;10;10;;10;500000;7;8;7;7;;6;1930;2;0;1;3;0;0;Extendido;Material durable;Medio;Saludable
TQRMNOTPRHMOMOCDEFKID00808827;2024;3;1;1;43;S;4;990;1;;3;1;;2;1;1;2;;1;1;1;2;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;0;0;0;Nuclear;Material durable;Medio;Saludable
TQRMNOTSXHJMMNCDEFKID00866032;2024;3;1;1;43;S;4;915;1;;2;1;;5;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;816000;5;5;5;5;;4;204000;3;3;3;3;;2;1154;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPRTHLMMPCDEFKID00803744;2024;3;1;1;43;S;4;486;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1000000;6;6;6;6;;6;500000;7;7;7;7;;6;612;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOTYQHMMKOCDEIHJF00811799;2024;3;1;1;44;N;31;257;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;2;2;2;4;1;3;2296000;9;10;9;;10;9;574000;8;8;7;;8;7;270;2;0;1;4;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOQVQHJLKNCDEIHJF00866033;2024;3;1;1;44;N;31;129;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;2000000;9;9;8;;9;8;666666,67;8;9;7;;9;8;140;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORXXHJLKNCDEIHJF00866034;2024;3;1;1;44;N;31;94;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1870000;9;9;8;;9;8;935000;9;10;9;;10;9;111;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOTVSHKOKQCDEIHJF00867086;2024;3;1;1;44;N;31;164;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;2700000;10;10;9;;10;10;900000;9;9;9;;10;9;176;1;0;97;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPVPHLOKNCDEIHJF00806817;2024;3;1;1;44;N;31;197;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;2400000;10;10;9;;10;9;480000;7;7;6;;8;6;214;1;2;3;5;0;0;Extendido;Material durable;Medio;Buena
TQRMNOTRQHLOKNCDEIHJF00806818;2024;3;1;1;44;N;31;182;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;7;6;;8;6;1200000;10;10;10;;10;9;181;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNORVTHMLKRCDEIIAD00811940;2024;3;1;1;1;S;32;2369;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSTXHJMKNCDEFKID00865887;2024;3;1;1;43;S;4;558;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;680000;4;4;4;4;;4;680000;8;9;8;8;;8;700;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Saludable
TQRMNOTQSHMOKPCDEFKID00808811;2024;3;1;1;43;S;4;780;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;4;4;;3;1105;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSTTHKOKPCDEFKID00867087;2024;3;1;1;43;S;4;741;1;;1;1;;2;2;1;1;;1;1;1;3;2;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;640000;4;4;4;3;;3;640000;8;8;8;8;;8;922;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Saludable
TQTMNOSTWHKOKPCDEFKID00867088;2024;3;1;1;43;S;4;1169;2;;3;2;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;430000;2;2;2;2;;2;86000;1;1;1;1;;1;1715;2;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNORWQHJOKQCDEFKID00865915;2024;3;1;1;43;S;4;822;2;;2;1;;9;2;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
